system,r,dt,final_time_fidelity,minimum_fidelity,mean_fidelity
infinite_well,100,0.06,0.9999999999954776,0.9999999999954776,0.999999999995495
infinite_well,200,0.03,0.9999999999954392,0.9999999999954392,0.9999999999954754
infinite_well,300,0.02,0.9999999999954055,0.9999999999954055,0.999999999995459
infinite_well,400,0.015,0.9999999999953593,0.9999999999953593,0.9999999999954358
infinite_well,500,0.012,0.9999999999953118,0.9999999999953118,0.9999999999954121
infinite_well,600,0.01,0.9999999999952911,0.9999999999952911,0.9999999999954011
infinite_well,700,0.008571428571428572,0.9999999999952764,0.9999999999952764,0.9999999999953945
