time,fidelity,split_norm,reference_norm
5.16,0.9999999999954823,0.99999999999997,1.0000000000000004
5.22,0.9999999999954814,0.9999999999999696,1.0
5.279999999999999,0.9999999999954812,0.9999999999999692,1.0
5.34,0.999999999995481,0.9999999999999688,1.0
5.3999999999999995,0.999999999995481,0.9999999999999686,1.0000000000000002
5.46,0.9999999999954805,0.9999999999999682,1.0
5.52,0.9999999999954798,0.9999999999999678,1.0
5.58,0.9999999999954798,0.9999999999999676,1.0
5.64,0.9999999999954792,0.9999999999999674,1.0
5.7,0.9999999999954792,0.999999999999967,1.0
5.76,0.9999999999954792,0.999999999999967,1.0000000000000002
5.819999999999999,0.9999999999954787,0.9999999999999667,0.9999999999999998
5.88,0.9999999999954785,0.9999999999999664,1.0
5.9399999999999995,0.9999999999954778,0.9999999999999659,1.0
6.0,0.9999999999954776,0.9999999999999656,1.0
