time,fidelity,split_norm,reference_norm
0.0,0.9999999999863052,1.0,1.0
0.031415926535897934,0.9999999991555582,1.0,1.0000000000000002
0.06283185307179587,0.999999998367513,1.0,1.0
0.0942477796076938,0.9999999980754439,1.0000000000000002,1.0000000000000002
0.12566370614359174,0.9999999974874643,1.0,1.0
0.15707963267948966,0.9999999971826359,1.0,1.0
0.1884955592153876,0.9999999967129067,1.0,1.0
0.21991148575128555,0.9999999962629753,0.9999999999999998,1.0
0.25132741228718347,0.9999999959710353,1.0,1.0000000000000004
0.2827433388230814,0.999999995379206,0.9999999999999998,1.0000000000000002
0.3141592653589793,0.9999999950008926,0.9999999999999998,1.0000000000000002
0.3455751918948773,0.9999999945743683,0.9999999999999999,1.0000000000000002
0.3769911184307752,0.9999999939231845,1.0,1.0000000000000002
0.4084070449666731,0.9999999935158095,1.0,1.0
0.4398229715025711,0.9999999930059991,1.0,1.0
0.471238898038469,0.9999999923561351,1.0,1.0000000000000004
0.5026548245743669,0.9999999918814744,1.0000000000000004,1.0
0.5340707511102649,0.9999999913679916,1.0000000000000004,1.0
0.5654866776461628,0.9999999907764505,1.0000000000000004,1.0000000000000002
0.5969026041820608,0.9999999902860675,1.0000000000000007,1.0000000000000004
0.6283185307179586,0.9999999898173089,1.0000000000000009,1.0000000000000002
0.6597344572538566,0.9999999893215863,1.0000000000000013,1.0
0.6911503837897546,0.9999999888814166,1.000000000000001,1.0
0.7225663103256524,0.9999999884604831,1.0000000000000013,1.0000000000000004
0.7539822368615504,0.999999988035732,1.0000000000000013,1.0000000000000004
0.7853981633974484,0.9999999876677037,1.0000000000000016,1.0000000000000002
0.8168140899333463,0.9999999873026051,1.0000000000000016,1.0000000000000004
0.8482300164692442,0.9999999868977878,1.0000000000000018,1.0
0.8796459430051422,0.9999999865377358,1.0000000000000016,1.0000000000000004
0.9110618695410401,0.9999999862043971,1.0000000000000016,1.0
0.942477796076938,0.9999999857991273,1.0000000000000016,1.0
0.9738937226128359,0.9999999853550485,1.0000000000000016,0.9999999999999999
1.0053096491487339,0.9999999849183842,1.0000000000000018,1.0
1.0367255756846319,0.9999999844261863,1.0000000000000018,1.0000000000000002
1.0681415022205298,0.9999999838477384,1.0000000000000018,1.0000000000000004
1.0995574287564276,0.9999999832095036,1.0000000000000018,1.0000000000000002
1.1309733552923256,0.9999999824858762,1.000000000000002,1.0000000000000002
1.1623892818282235,0.9999999816435327,1.0000000000000022,1.0
1.1938052083641215,0.9999999807016172,1.0000000000000022,1.0000000000000002
1.2252211349000195,0.999999979652597,1.0000000000000024,1.0
1.2566370614359172,0.9999999784416854,1.0000000000000027,1.0000000000000002
